path,category,lines,priority,status,review_note
apps/web/src/app/crosses/new/page.tsx,Web route,22,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/crosses/page.tsx,Web route,15,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/dashboard/page.tsx,Web route,3,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/experiments/[id]/page.tsx,Web route,18,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/experiments/page.tsx,Web route,23,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/families/[id]/page.tsx,Web route,18,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/germplasm/[id]/page.tsx,Web route,18,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/germplasm/new/page.tsx,Web route,23,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/germplasm/page.tsx,Web route,16,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/globals.css,Web application,139,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/app/layout.tsx,Web application,65,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/app/observations/session/[id]/page.tsx,Web route,28,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/onboarding/page.tsx,Web route,34,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/page.tsx,Web route,36,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/pedigrees/[materialId]/page.tsx,Web route,18,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/phenotype-capture/[id]/page.tsx,Web route,72,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/phenotype-capture/page.tsx,Web route,110,P0,Not real visual analysis,"Width, height, blur, scale, and color-reference facts are operator-entered. Derive machine-observable values from the immutable image and retain human confirmations separately."
apps/web/src/app/phenotypes/images/[id]/page.tsx,Web route,18,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/phenotypes/images/page.tsx,Web route,31,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/plants/[id]/page.tsx,Web route,27,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/plants/page.tsx,Web route,23,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/reports/page.tsx,Web route,74,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/research-assistant/page.tsx,Web route,27,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/research/review/page.tsx,Web route,98,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/research/sources/[id]/page.tsx,Web route,22,P1,Blocked route,"Only explicit capability placeholder remaining; implement source/document/passage detail, provenance, review, and citation navigation."
apps/web/src/app/scientific-catalog/page.tsx,Web route,50,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/seed-lots/[id]/page.tsx,Web route,26,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/seed-lots/page.tsx,Web route,27,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/selection-plans/[id]/page.tsx,Web route,18,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/selection-plans/page.tsx,Web route,23,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/settings/users/page.tsx,Web route,35,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/settings/workspace/page.tsx,Web route,14,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/sign-in/page.tsx,Web route,40,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/simulation-lab/page.tsx,Web route,37,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/simulation-lab/simulation-form.tsx,Web application,558,P1,Usable but unsafe defaults,"Allows free-form user-declared alleles and generates a new request key per click; needs recorded genotype selection, normalized allele catalog, stable request key, and multi-target/advanced engines."
apps/web/src/app/simulation-lab/weighted-simulation-form.tsx,Web application,91,P1,Partial workflow,"Weighted uncertainty UI is valuable but must use normalized evidence records, probability validation, stable idempotency, and persisted provenance."
apps/web/src/app/simulations/[id]/page.tsx,Web route,23,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/simulations/new/page.tsx,Web route,3,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/app/simulations/page.tsx,Web route,15,P1,Workflow review,"Route is persistence-backed unless otherwise noted, but most pages need E2E, accessibility, pagination, empty/error/loading, and duplicate-submit proof."
apps/web/src/components/capability-page.tsx,Web application,64,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/components/invitation-form.tsx,Web application,23,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/components/page-primitives.tsx,Web application,47,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/components/research-assistant-form.tsx,Web application,48,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/lib/database.ts,Web application,24,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/lib/environment.ts,Web application,98,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/lib/presentation.ts,Web application,25,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/lib/session.ts,Web application,58,P1,Privacy/security gap,Trusts x-forwarded-for directly and stores unsalted SHA-256 IP fingerprints; use trusted proxy configuration and keyed HMAC or omit IP fingerprint.
apps/web/src/lib/storage.ts,Web application,23,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/web/src/proxy.ts,Web application,46,P1,Needs browser proof,"Cookie-presence redirect is not authorization by itself; prove CSP nonce propagation, CSRF/same-origin behavior, public path matching, and production headers in browser tests."
apps/web/tsconfig.json,Repository configuration,13,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
apps/worker-node/Dockerfile,Node worker,13,P0,Blocked,Frozen production install is impossible without lockfile; direct execution of workspace TypeScript source must be proven or replaced with compiled output.
apps/worker-node/package.json,Node worker,25,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
apps/worker-node/src/worker.ts,Node worker,222,P0,Incomplete worker,"Only health and direct Monte Carlo jobs execute; long work has no heartbeat during execution, cancellation is checked only before work, and outbox publication logs full payload instead of delivering to a governed sink."
apps/worker-node/tsconfig.json,Node worker,10,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
apps/worker-python/Dockerfile,Python worker,8,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/worker-python/pyproject.toml,Python worker,10,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/worker-python/tests/test_worker.py,Python worker,23,P1,Minimal tests,"Three tests pass but do not validate image processing, storage, job contracts, hostile inputs, or real worker integration."
apps/worker-python/worker.py,Python worker,91,P1,Placeholder boundary,"Health/parity/abstention commands exist but no durable job loop, image decode pipeline, or deterministic phenotype analysis."
apps/worker-r/Dockerfile,R worker,7,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/worker-r/README.md,R worker,4,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
apps/worker-r/worker.R,R worker,10,Deferred,Correct abstention,Keep research-only until approved AlphaSimR/statistical protocols and datasets exist; add protocol/version interface and health tests.
docs/ACCEPTANCE_TRACEABILITY.md,Project documentation/evidence,27,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/BUILD_MANIFEST.json,Project documentation/evidence,94,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/CAPSICUM_FILE_BY_FILE_REVIEW_AND_NEXT_SWEEP_GAP_ANALYSIS.md,Project documentation/evidence,365,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/CAPSICUM_NEXT_SWEEP_AUTONOMOUS_AGENT_PROMPT.md,Project documentation/evidence,441,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/DATA_MODEL_AND_MIGRATION_REPORT.md,Project documentation/evidence,69,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/EXECUTION_MEMO.md,Project documentation/evidence,22,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/FILE_CHANGE_LEDGER.md,Project documentation/evidence,151,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/FILE_INVENTORY.txt,Project documentation/evidence,295,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/FINAL_REPORT.md,Project documentation/evidence,19,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/NEXT_SWEEP_FINAL_REPORT.md,Project documentation/evidence,81,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/NEXT_SWEEP_HANDOFF_SHA256SUMS.txt,Project documentation/evidence,4,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/NEXT_SWEEP_SOURCE_SHA256SUMS.txt,Project documentation/evidence,294,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/OPERATIONS_BACKUP_RESTORE_RUNBOOK.md,Project documentation/evidence,127,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/RELEASE_BLOCKERS.md,Project documentation/evidence,40,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/ROADMAP.md,Project documentation/evidence,42,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/ROUTE_INVENTORY.md,Project documentation/evidence,81,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/SCIENTIFIC_AUTHORITY_AND_MODEL_GATES.md,Project documentation/evidence,73,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/SCIENTIFIC_LIMITATIONS.md,Project documentation/evidence,36,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/SECURITY_AND_THREAT_MODEL.md,Project documentation/evidence,94,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/VALIDATION_REPORT.md,Project documentation/evidence,84,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/catalog-reconciliation.json,Project documentation/evidence,36,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/next-sweep-validation.json,Project documentation/evidence,64,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/repository-validation.json,Project documentation/evidence,1931,P2,Review/update,Documentation is useful but claims must be regenerated from actual runtime evidence after the next sweep.
docs/source-handoff/DECISIONS_AND_STOP_CONDITIONS.md,Preserved source specification,34,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/EXECUTION_PROMPT.md,Preserved source specification,257,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/FINAL_REPORT_TEMPLATE.md,Preserved source specification,70,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/MANIFEST.json,Preserved source specification,320,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/PACKAGE_CONTENTS.md,Preserved source specification,54,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/README.md,Preserved source specification,49,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/SHA256SUMS.txt,Preserved source specification,63,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/SOURCE_PACK_READINESS.md,Preserved source specification,55,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/START_HERE.md,Preserved source specification,59,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/VALIDATION_LEDGER.md,Preserved source specification,24,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/WORKSTREAM_CARDS.md,Preserved source specification,85,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/checklists/AI_MODEL_RELEASE_GATE.md,Preserved source specification,13,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/checklists/SCIENTIFIC_RELEASE_GATE.md,Preserved source specification,13,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/checklists/WEB_RELEASE_GATE.md,Preserved source specification,13,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/contracts/README.md,Preserved source specification,6,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/contracts/ai-answer.schema.json,Preserved source specification,85,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/contracts/catalog-import-record.schema.json,Preserved source specification,49,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/contracts/phenotype-observation.schema.json,Preserved source specification,99,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/contracts/simulation-request.schema.json,Preserved source specification,180,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/contracts/simulation-result.schema.json,Preserved source specification,103,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Change_Log.csv,Generated scientific data,3,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Change_Log.json,Generated scientific data,17,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Data_Dictionary.csv,Generated scientific data,17,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Data_Dictionary.json,Generated scientific data,131,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Evidence_Claims.csv,Generated scientific data,24,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Evidence_Claims.json,Generated scientific data,279,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Locus_Catalog.csv,Generated scientific data,24,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Locus_Catalog.json,Generated scientific data,509,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/README.csv,Generated scientific data,22,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/README.json,Generated scientific data,213,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Research_Backlog.csv,Generated scientific data,13,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Research_Backlog.json,Generated scientific data,75,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Sources.csv,Generated scientific data,32,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Sources.json,Generated scientific data,437,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Standards.csv,Generated scientific data,7,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/Standards.json,Generated scientific data,45,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/data/workbook-export-manifest.json,Generated scientific data,62,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/00_PRODUCT_CHARTER.md,Preserved source specification,46,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/01_SYSTEM_ARCHITECTURE.md,Preserved source specification,98,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/02_WEB_APPLICATION_UX_SPEC.md,Preserved source specification,179,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/03_DATA_MODEL_AND_MIGRATIONS.md,Preserved source specification,86,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/04_SIMULATION_ENGINE_SPEC.md,Preserved source specification,117,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/05_AI_AND_RAG_SPEC.md,Preserved source specification,113,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/06_PHENOTYPE_VISION_SPEC.md,Preserved source specification,97,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/07_SCIENTIFIC_GOVERNANCE.md,Preserved source specification,73,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/08_API_AND_CONTRACTS.md,Preserved source specification,39,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/09_SECURITY_PRIVACY_OPERATIONS.md,Preserved source specification,55,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/10_TEST_AND_VALIDATION_PLAN.md,Preserved source specification,82,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/11_DELIVERY_AND_RELEASE_PLAN.md,Preserved source specification,52,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/12_DEFINITION_OF_DONE.md,Preserved source specification,50,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/13_ENVIRONMENT_AND_DEPLOYMENT.md,Preserved source specification,51,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/14_REPO_STRUCTURE_AND_CONVENTIONS.md,Preserved source specification,44,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/docs/15_VERIFIED_TECH_AND_STANDARDS_BASELINE.md,Preserved source specification,15,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/source-pack/CAPSICUM_BREEDING_INTELLIGENCE_PLATFORM_IMPLEMENTATION_PLAN.md,Preserved source specification,2011,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/source-pack/CAPSICUM_GENETICS_DATASET_README_v0_1.md,Preserved source specification,23,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/source-pack/build_capsicum_catalog.py,Preserved source specification,416,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/source-pack/capsicum_genetics_evidence_catalog_v0_1.xlsx,Preserved source specification,0,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
